game_no,lander_x,lander_y,lander_velo_x,lander_velo_y,angle,angular_velocity,leg_1_in_contact,leg_2_in_contact,action,reward,done,info,terminated
0,-0.0009860038990154862,1.4192920923233032,-0.049874842166900635,0.17319940030574799,0.0011370137799531221,0.011182893998920918,0.0,0.0,0,2.037206227367591,,{},0.0
0,-0.0014159202110022306,1.4225785732269287,-0.041947029531002045,0.14606556296348572,0.00010566823766566813,-0.020628584548830986,0.0,0.0,3,2.5712541462878007,,{},0.0
0,-0.00166406633798033,1.4263936281204224,-0.024650728330016136,0.16955608129501343,-5.2760504331672564e-05,-0.0031691384501755238,0.0,0.0,2,-2.6131590037806687,,{},0.0
0,-0.0019940375350415707,1.4296083450317383,-0.034920305013656616,0.14288219809532166,0.001847104518674314,0.03800084441900253,0.0,0.0,1,1.8941499329984037,,{},0.0
0,-0.002383708953857422,1.4322153329849243,-0.042398128658533096,0.1158566027879715,0.005244558211416006,0.0679551288485527,0.0,0.0,1,1.7411760095792783,,{},0.0
0,-0.002700901124626398,1.434211015701294,-0.033310964703559875,0.08869387209415436,0.006818275898694992,0.031477391719818115,0.0,0.0,3,2.4757877158656654,,{},0.0
0,-0.003017997834831476,1.435606837272644,-0.03331512212753296,0.06202542409300804,0.008392867632210255,0.031494952738285065,0.0,0.0,0,2.136563807997419,,{},0.0
0,-0.0034914971329271793,1.437268614768982,-0.0482107438147068,0.07385142147541046,0.009246869012713432,0.017081843689084053,0.0,0.0,2,-2.330528543204724,,{},0.0
0,-0.003964900970458984,1.4383301734924316,-0.04821287840604782,0.047175925225019455,0.01010135468095541,0.017091453075408936,0.0,0.0,0,1.8823367450434318,,{},0.0
0,-0.0044384002685546875,1.4387918710708618,-0.048215530812740326,0.020510880276560783,0.01095541100949049,0.01708272472023964,0.0,0.0,0,1.3740105118392592,,{},0.0
0,-0.004851055331528187,1.4392120838165283,-0.042442839592695236,0.018666308373212814,0.012116742320358753,0.023228902369737625,0.0,0.0,2,0.1447727697414905,,{},0.0
0,-0.005179309751838446,1.4390308856964111,-0.03185049071907997,-0.008040719665586948,0.011154243722558022,-0.019251780584454536,0.0,0.0,3,1.4359051070160842,,{},0.0
0,-0.0054683685302734375,1.4390007257461548,-0.028141731396317482,-0.0013364105252549052,0.010404180735349655,-0.015002651140093803,0.0,0.0,2,0.24554941136049707,,{},0.0
0,-0.005677985958755016,1.4383776187896729,-0.01818244718015194,-0.02768365852534771,0.007656923495233059,-0.05495057255029678,0.0,0.0,3,-0.18777683437679002,,{},0.0
0,-0.005742931272834539,1.4383370876312256,-0.0044345129281282425,-0.0017851537559181452,0.005619221366941929,-0.04075738042593002,0.0,0.0,2,2.7418369438473293,,{},0.0
0,-0.005724906921386719,1.4377000331878662,0.00596595648676157,-0.02830641157925129,0.0014975249068811536,-0.08244134485721588,0.0,0.0,3,-1.968916946979191,,{},0.0
0,-0.0058234212920069695,1.437555193901062,-0.005137508735060692,-0.0064403461292386055,-0.0031641609966754913,-0.0932421013712883,0.0,0.0,2,1.6167710738187508,,{},0.0
0,-0.005921745207160711,1.4368104934692383,-0.005123953800648451,-0.03311929106712341,-0.007825077511370182,-0.09322638064622879,0.0,0.0,0,-2.9191466545525486,,{},0.0
0,-0.005931568332016468,1.4354605674743652,0.0059786573983728886,-0.06004117429256439,-0.014708033762872219,-0.13767188787460327,0.0,0.0,3,-3.265796606113524,,{},0.0
0,-0.0060364725068211555,1.4335182905197144,-0.00594958383589983,-0.08638015389442444,-0.019193625077605247,-0.08971983194351196,0.0,0.0,1,-2.9090400430197847,,{},0.0
0,-0.005953597836196423,1.431888222694397,0.011989573016762733,-0.07249712198972702,-0.022860879078507423,-0.07335181534290314,0.0,0.0,2,0.8066102405482354,,{},0.0
0,-0.005938815884292126,1.4296677112579346,0.003457754384726286,-0.09872055798768997,-0.02481319010257721,-0.03904943913221359,0.0,0.0,1,-2.5331072532777896,,{},0.0
0,-0.005923938937485218,1.4268473386764526,0.0034631569869816303,-0.12538644671440125,-0.026765545830130577,-0.0390506312251091,0.0,0.0,0,-2.5785088396733897,,{},0.0
0,-0.005849170498549938,1.4234355688095093,0.010954542085528374,-0.1517007052898407,-0.03021252527832985,-0.06894592195749283,0.0,0.0,3,-2.699637948710573,,{},0.0
0,-0.005692672915756702,1.4194037914276123,0.0212271586060524,-0.17931273579597473,-0.035721875727176666,-0.11018656194210052,0.0,0.0,3,-3.0246092411671257,,{},0.0
0,-0.005547428037971258,1.4154953956604004,0.020239563658833504,-0.1738591343164444,-0.04136263206601143,-0.11281490325927734,0.0,0.0,2,0.07997904034867248,,{},0.0
0,-0.00548973074182868,1.410988688468933,0.009239597246050835,-0.20039479434490204,-0.0448002815246582,-0.06875310093164444,0.0,0.0,1,-2.4805205705473257,,{},0.0
0,-0.005345153622329235,1.4058752059936523,0.02014823630452156,-0.22745032608509064,-0.05042695626616478,-0.11253337562084198,0.0,0.0,3,-2.8545944069944356,,{},0.0
0,-0.005058574490249157,1.4010915756225586,0.03383629024028778,-0.21279266476631165,-0.0555417537689209,-0.10229569673538208,0.0,0.0,2,0.954479924809658,,{},0.0
0,-0.004848384764045477,1.3957144021987915,0.024256521835923195,-0.23910461366176605,-0.0587335079908371,-0.06383548676967621,0.0,0.0,1,-2.2979706422385093,,{},0.0
0,-0.004711055662482977,1.3897550106048584,0.015081089921295643,-0.26491019129753113,-0.06007176265120506,-0.026765193790197372,0.0,0.0,1,-2.068573417739002,,{},0.0
0,-0.004573822021484375,1.3831958770751953,0.015081075951457024,-0.29157698154449463,-0.06141001731157303,-0.026765251532197,0.0,0.0,0,-2.1406260712457197,,{},0.0
0,-0.004436588380485773,1.3760367631912231,0.015081062912940979,-0.3182438313961029,-0.0627482607960701,-0.02676522359251976,0.0,0.0,0,-2.081290642246387,,{},0.0
0,-0.004364395048469305,1.3693945407867432,0.00909408088773489,-0.2952854037284851,-0.06460309773683548,-0.03709664195775986,0.0,0.0,2,2.4963045591040443,,{},0.0
0,-0.004227065946906805,1.3621495962142944,0.017260782420635223,-0.322155624628067,-0.06809496879577637,-0.06983748078346252,0.0,0.0,3,-2.3738797233287685,,{},0.0
0,-0.004089736845344305,1.3543047904968262,0.017260679975152016,-0.34882333874702454,-0.07158685475587845,-0.06983743607997894,0.0,0.0,0,-2.2279124611933696,,{},0.0
0,-0.003872490022331476,1.3458471298217773,0.02729368582367897,-0.3761729300022125,-0.07710131257772446,-0.11028937250375748,0.0,0.0,3,-2.526777029361567,,{},0.0
0,-0.003579425858333707,1.3367798328399658,0.03680751100182533,-0.40339845418930054,-0.08453165739774704,-0.14860686659812927,0.0,0.0,3,-2.657467493837372,,{},0.0
0,-0.003368282224982977,1.3271186351776123,0.026534322649240494,-0.42970046401023865,-0.08990031480789185,-0.10737322270870209,0.0,0.0,1,-2.1451791030529237,,{},0.0
0,-0.0031126022804528475,1.3174421787261963,0.030932564288377762,-0.430397629737854,-0.09522609412670135,-0.10651560872793198,0.0,0.0,2,0.03625538973228687,,{},0.0
0,-0.0028570175636559725,1.3071660995483398,0.030932236462831497,-0.45706668496131897,-0.10055186599493027,-0.10651540756225586,0.0,0.0,0,-2.165355151044679,,{},0.0
0,-0.002523231552913785,1.296269416809082,0.04075738042593002,-0.484811395406723,-0.10787627846002579,-0.14648830890655518,0.0,0.0,3,-2.513652520980115,,{},0.0
0,-0.0020380974747240543,1.2854059934616089,0.055400002747774124,-0.4833376109600067,-0.11471468210220337,-0.1367681324481964,0.0,0.0,2,0.10452448450920998,,{},0.0
0,-0.0016355514526367188,1.273967981338501,0.04499401897192001,-0.5087225437164307,-0.11942721158266068,-0.0942506268620491,0.0,0.0,1,-1.7780195263942733,,{},0.0
0,-0.001233005546964705,1.2619304656982422,0.04499369487166405,-0.5353910326957703,-0.12413978576660156,-0.09425143897533417,0.0,0.0,0,-1.9244442811155693,,{},0.0
0,-0.0007528305286541581,1.2492845058441162,0.05472229793667793,-0.56260746717453,-0.13081130385398865,-0.13343019783496857,0.0,0.0,3,-2.230942708366199,,{},0.0
0,-0.00036725998506881297,1.2360639572143555,0.042820803821086884,-0.587963342666626,-0.13505499064922333,-0.08487363159656525,0.0,0.0,1,-1.5580987430271864,,{},0.0
0,9.918212890625e-05,1.222231388092041,0.05295327305793762,-0.6153590679168701,-0.14134640991687775,-0.12582823634147644,0.0,0.0,3,-2.0871533832436726,,{},0.0
0,0.0006219864008016884,1.2090740203857422,0.05888308212161064,-0.5854177474975586,-0.1479334682226181,-0.13174130022525787,0.0,0.0,2,3.2831821043921083,,{},0.0
0,0.0012434959644451737,1.1953073740005493,0.07123740762472153,-0.6127777099609375,-0.15700604021549225,-0.181451678276062,0.0,0.0,3,-2.413937815342392,,{},0.0
0,0.0019268036121502519,1.1809368133544922,0.07894560694694519,-0.6398546099662781,-0.16762731969356537,-0.21242518723011017,0.0,0.0,3,-2.4353514495182353,,{},0.0
0,0.0026102066040039062,1.1659677028656006,0.07894332706928253,-0.6665305495262146,-0.17824849486351013,-0.21242351830005646,0.0,0.0,0,-2.213621925780558,,{},0.0
0,0.003206539200618863,1.1504251956939697,0.0679587572813034,-0.6918002367019653,-0.1866108477115631,-0.1672469526529312,0.0,0.0,1,-1.706232051532395,,{},0.0
0,0.0037382126320153475,1.1343003511428833,0.05983481928706169,-0.7175102233886719,-0.1933073103427887,-0.13392935693264008,0.0,0.0,1,-1.5743884334036398,,{},0.0
0,0.004174518398940563,1.117598533630371,0.047851890325546265,-0.7428635358810425,-0.19755339622497559,-0.08492158353328705,0.0,0.0,1,-1.2248279696147495,,{},0.0
0,0.004610919859260321,1.1002967357635498,0.047851450741291046,-0.7695316672325134,-0.20179946720600128,-0.08492148667573929,0.0,0.0,0,-1.3561075137702403,,{},0.0
0,0.0049919127486646175,1.083195686340332,0.04305330663919449,-0.7607311010360718,-0.20679126679897308,-0.09983620047569275,0.0,0.0,2,1.8176986857180963,,{},0.0
0,0.005372905638068914,1.0654950141906738,0.04305267706513405,-0.7873998284339905,-0.21178306639194489,-0.09983597695827484,0.0,0.0,0,-1.3920597982908305,,{},0.0
0,0.005768775939941406,1.0483959913253784,0.04522959142923355,-0.760776937007904,-0.21748711168766022,-0.11408096551895142,0.0,0.0,2,3.4848325071035733,,{},0.0
0,0.006424617953598499,1.0314159393310547,0.07053554803133011,-0.7554069757461548,-0.22249512374401093,-0.10016019642353058,0.0,0.0,2,1.2395241966450044,,{},0.0
0,0.007157516665756702,1.0138078927993774,0.0802309438586235,-0.7836494445800781,-0.22952832281589508,-0.14066392183303833,0.0,0.0,3,-1.878333378945199,,{},0.0
0,0.008255863562226295,0.9968357682228088,0.11599353700876236,-0.755289614200592,-0.23578272759914398,-0.12508806586265564,0.0,0.0,2,3.1310113303014306,,{},0.0
0,0.009274864569306374,0.9792859554290771,0.10603473335504532,-0.7806604504585266,-0.23998360335826874,-0.08401711285114288,0.0,0.0,1,-1.0644995375079123,,{},0.0
0,0.010380459018051624,0.9611154794692993,0.11687199771404266,-0.8086178302764893,-0.24640826880931854,-0.12849320471286774,0.0,0.0,3,-1.7757710689900523,,{},0.0
0,0.01142873801290989,0.9423684477806091,0.10965719074010849,-0.8340175747871399,-0.25131481885910034,-0.09813082218170166,0.0,0.0,1,-1.0648247625344982,,{},0.0
0,0.012407016940414906,0.9230382442474365,0.10086705535650253,-0.8596442937850952,-0.2544187605381012,-0.0620785653591156,0.0,0.0,1,-0.8433979807494711,,{},0.0
0,0.013458823785185814,0.9030919075012207,0.11006446182727814,-0.887364387512207,-0.2594051957130432,-0.09972922503948212,0.0,0.0,3,-1.3979523606768953,,{},0.0
0,0.014454364776611328,0.8825744986534119,0.10294375568628311,-0.9124864339828491,-0.2628634572029114,-0.0691651999950409,0.0,0.0,1,-0.7369654115101685,,{},0.0
0,0.015449905768036842,0.8614572882652283,0.10294337570667267,-0.9391540288925171,-0.26632168889045715,-0.06916512548923492,0.0,0.0,0,-0.8865377830015291,,{},0.0
0,0.016373157501220703,0.8397690653800964,0.09381771087646484,-0.96419757604599,-0.2678554356098175,-0.03067443147301674,0.0,0.0,1,-0.4138523057053465,,{},0.0
0,0.0173797607421875,0.8174460530281067,0.1043214201927185,-0.9928077459335327,-0.2716120481491089,-0.07513199001550674,0.0,0.0,3,-1.1281236206203562,,{},0.0
0,0.018386268988251686,0.7945232391357422,0.1043209582567215,-1.0194755792617798,-0.2753686308860779,-0.07513191550970078,0.0,0.0,0,-0.7387271190234799,,{},0.0
0,0.019319916144013405,0.7710427045822144,0.09506253153085709,-1.0438954830169678,-0.27710986137390137,-0.03482428193092346,0.0,0.0,1,-0.20058707818929974,,{},0.0
0,0.020253658294677734,0.746962308883667,0.09506241977214813,-1.0705626010894775,-0.27885106205940247,-0.03482428193092346,0.0,0.0,0,-0.42532614527058854,,{},0.0
0,0.021384621039032936,0.7236016392707825,0.11503034830093384,-1.038620114326477,-0.28083503246307373,-0.039679624140262604,0.0,0.0,2,4.813958149089626,,{},0.0
0,0.02245168760418892,0.6996709108352661,0.1069539412856102,-1.0636382102966309,-0.28109225630760193,-0.005144565831869841,0.0,0.0,1,-0.07020906873381591,,{},0.0
0,0.023460865020751953,0.6751758456230164,0.09960092604160309,-1.0884140729904175,-0.2797362804412842,0.027119362726807594,0.0,0.0,1,0.15439109978135093,,{},0.0
0,0.024470139294862747,0.6500808000564575,0.09960086643695831,-1.1150809526443481,-0.2783803343772888,0.027119005098938942,0.0,0.0,0,-0.016036365203945024,,{},0.0
0,0.025867557153105736,0.6254944205284119,0.13765721023082733,-1.0923333168029785,-0.27623698115348816,0.04286663234233856,0.0,0.0,2,4.220269811450021,,{},0.0
0,0.02725248411297798,0.6010671854019165,0.13708537817001343,-1.0853925943374634,-0.27478766441345215,0.028986360877752304,0.0,0.0,2,2.9751446615426405,,{},0.0
0,0.02871246263384819,0.5760050415992737,0.14656281471252441,-1.1139780282974243,-0.27536195516586304,-0.011485854163765907,0.0,0.0,3,-0.5472617804612401,,{},0.0
0,0.030109405517578125,0.5503633618354797,0.1386462152004242,-1.13943350315094,-0.27428629994392395,0.0215131975710392,0.0,0.0,1,0.20498770969433736,,{},0.0
0,0.03150634840130806,0.5241217613220215,0.13864615559577942,-1.166100263595581,-0.27321064472198486,0.021513300016522408,0.0,0.0,0,0.07182033744149408,,{},0.0
0,0.03299684450030327,0.4972483813762665,0.15039822459220886,-1.1946243047714233,-0.2745903730392456,-0.027594640851020813,0.0,0.0,3,-0.4694509183553055,,{},0.0
0,0.03447294235229492,0.47055017948150635,0.14964886009693146,-1.1869704723358154,-0.27668261528015137,-0.04184473305940628,0.0,0.0,2,2.912595824266515,,{},0.0
0,0.036029815673828125,0.44440513849258423,0.15832054615020752,-1.1624999046325684,-0.279386967420578,-0.054087333381175995,0.0,0.0,2,4.337935134026691,,{},0.0
0,0.03758668899536133,0.41766029596328735,0.15832029283046722,-1.1891671419143677,-0.28209131956100464,-0.054087184369564056,0.0,0.0,0,-0.26179454805105706,,{},0.0
0,0.03908080980181694,0.3903428316116333,0.15041357278823853,-1.2142999172210693,-0.2831134796142578,-0.020442910492420197,0.0,0.0,1,0.18113765393542394,,{},0.0
0,0.040664006024599075,0.3623930513858795,0.16159017384052277,-1.242850422859192,-0.2864835262298584,-0.06740033626556396,0.0,0.0,3,-0.5773891004170071,,{},0.0
0,0.042307473719120026,0.33382731676101685,0.16913865506649017,-1.2705391645431519,-0.2914125323295593,-0.09857986867427826,0.0,0.0,3,-0.5496148779885164,,{},0.0
0,0.04387225955724716,0.3046877980232239,0.15925301611423492,-1.2956463098526,-0.29427608847618103,-0.05727117508649826,0.0,0.0,1,0.18549352170353586,,{},0.0
0,0.04552726820111275,0.2748965322971344,0.1706962287425995,-1.3251172304153442,-0.29964038729667664,-0.1072859913110733,0.0,0.0,3,-0.7144557789939074,,{},0.0
0,0.047251321375370026,0.2444719821214676,0.17940516769886017,-1.353662371635437,-0.30688056349754333,-0.14480355381965637,0.0,0.0,3,-0.7328563649641626,,{},0.0
0,0.0488886833190918,0.21347667276859283,0.16851921379566193,-1.378590703010559,-0.31184422969818115,-0.09927410632371902,0.0,0.0,1,0.1376437095704273,,{},0.0
0,0.05059022828936577,0.18184712529182434,0.17663784325122833,-1.407169222831726,-0.3185770809650421,-0.1346570998430252,0.0,0.0,3,-0.6142752507837475,,{},0.0
0,0.052231501787900925,0.1496443897485733,0.16903728246688843,-1.4323190450668335,-0.3236848711967468,-0.10215576738119125,0.0,0.0,1,0.08006850888065856,,{},0.0
0,0.05387287214398384,0.11684203892946243,0.16903625428676605,-1.4589877128601074,-0.32879263162612915,-0.10215554386377335,0.0,0.0,0,-0.17616868826453924,,{},0.0
0,0.05563821643590927,0.08443430066108704,0.18186071515083313,-1.441564679145813,-0.33434778451919556,-0.11110323667526245,0.0,0.0,2,3.474744063848374,,{},0.0
0,0.05761585384607315,0.05240694060921669,0.20314078032970428,-1.4246938228607178,-0.33996742963790894,-0.11239264160394669,0.0,0.0,2,2.8500243380251336,,{},0.0
0,0.05959367752075195,0.019780049100518227,0.20313946902751923,-1.45136296749115,-0.3455870449542999,-0.1123923808336258,1.0,0.0,0,8.30680083457176,,{},0.0
0,0.06131019443273544,-0.011807432398200035,0.16378124058246613,-1.4023222923278809,-0.3390404284000397,0.1289791613817215,1.0,0.0,3,6.025648725830963,,{},0.0
0,0.06449346244335175,-0.030964555218815804,0.08295974135398865,-0.6806383728981018,-0.12570834159851074,5.099164009094238,1.0,0.0,0,-100.0,,{},1.0
1,-0.0067085265181958675,1.4086655378341675,-0.33929330110549927,-0.06294723600149155,0.007696195971220732,0.07606452703475952,0.0,0.0,0,-0.5690811064377215,,{},0.0
1,-0.00997381191700697,1.4066555500030518,-0.3280901312828064,-0.08934186398983002,0.009246960282325745,0.0310182087123394,0.0,0.0,3,0.5185957309551565,,{},0.0
1,-0.013296222314238548,1.4051176309585571,-0.3335634768009186,-0.06836843490600586,0.010555995628237724,0.026183251291513443,0.0,0.0,2,-0.3259633721452985,,{},0.0
1,-0.01670389249920845,1.4029747247695923,-0.3442581593990326,-0.09526615589857101,0.014009096659719944,0.06906810402870178,0.0,0.0,1,-1.834528486198734,,{},0.0
1,-0.020183850079774857,1.4002187252044678,-0.35332444310188293,-0.1225474625825882,0.019279345870018005,0.10541476309299469,0.0,0.0,1,-1.9637087196998084,,{},0.0
1,-0.023578643798828125,1.3968653678894043,-0.3426379859447479,-0.1490781605243683,0.022402072325348854,0.06246016174554825,0.0,0.0,3,0.01859155650680691,,{},0.0
1,-0.026973629370331764,1.3929121494293213,-0.3426463305950165,-0.17574718594551086,0.02552565187215805,0.06247713044285774,0.0,0.0,0,-1.0657173289767172,,{},0.0
1,-0.03042163886129856,1.3895628452301025,-0.34779924154281616,-0.14892101287841797,0.028493307530879974,0.05935857817530632,0.0,0.0,2,0.40581681289368704,,{},0.0
1,-0.03386974334716797,1.385613203048706,-0.3478073477745056,-0.17559997737407684,0.03146066889166832,0.059352509677410126,0.0,0.0,0,-1.03798351482709,,{},0.0
1,-0.03731794282793999,1.3810638189315796,-0.3478161692619324,-0.2022646963596344,0.03442749008536339,0.05934184044599533,0.0,0.0,0,-1.1237643683554097,,{},0.0
1,-0.04068470001220703,1.3771339654922485,-0.34019699692726135,-0.174745574593544,0.03791160508990288,0.06968871504068375,0.0,0.0,2,1.7248355507307849,,{},0.0
1,-0.04396648332476616,1.3726146221160889,-0.32954293489456177,-0.20089773833751678,0.039251379668712616,0.02679787017405033,0.0,0.0,3,-0.07223703466237794,,{},0.0
1,-0.04742879793047905,1.3687025308609009,-0.3468664288520813,-0.17388851940631866,0.03989071398973465,0.012787791900336742,0.0,0.0,2,-0.19056534655935592,,{},0.0
1,-0.05081815645098686,1.3642001152038574,-0.3377282917499542,-0.20007500052452087,0.03869253769516945,-0.023965831845998764,0.0,0.0,3,0.07446874480894053,,{},0.0
1,-0.054369449615478516,1.3599413633346558,-0.3532505929470062,-0.18923428654670715,0.036836039274930954,-0.037133194506168365,0.0,0.0,2,-0.5225230888552688,,{},0.0
1,-0.05785417556762695,1.355092167854309,-0.34490710496902466,-0.21543627977371216,0.03330378234386444,-0.07065154612064362,0.0,0.0,3,0.20154911057974914,,{},0.0
1,-0.06145753711462021,1.3509728908538818,-0.3563459515571594,-0.1829930990934372,0.02935415506362915,-0.07899970561265945,0.0,0.0,2,1.0982175973809205,,{},0.0
1,-0.0650608092546463,1.3462536334991455,-0.35633385181427,-0.209673210978508,0.025405166670680046,-0.07898657023906708,0.0,0.0,0,-0.4364958741736302,,{},0.0
1,-0.06857423484325409,1.3409440517425537,-0.34506893157958984,-0.23588956892490387,0.019198184832930565,-0.12415075302124023,0.0,0.0,3,0.6489454354860709,,{},0.0
1,-0.07215891033411026,1.3350255489349365,-0.3540111184120178,-0.2629930078983307,0.01479114405810833,-0.08814884722232819,0.0,0.0,1,-1.318924575015244,,{},0.0
1,-0.07565116882324219,1.329290747642517,-0.345238596200943,-0.2548469007015228,0.010849201120436192,-0.07884590327739716,0.0,0.0,2,1.8372309128408346,,{},0.0
1,-0.07921972125768661,1.322962760925293,-0.35481101274490356,-0.2812311351299286,0.00882636196911335,-0.04046038165688515,0.0,0.0,1,-1.5805669949125434,,{},0.0
1,-0.08278827369213104,1.3160347938537598,-0.3548057973384857,-0.3078974783420563,0.006803235970437527,-0.040466226637363434,0.0,0.0,0,-0.830585661688815,,{},0.0
1,-0.08628616482019424,1.3085105419158936,-0.3459492325782776,-0.33439353108406067,0.003007520455867052,-0.07592101395130157,0.0,0.0,3,-0.05904762942768002,,{},0.0
